CID,IUPACName,MolecularFormula,MW,logP,TPSA,HBD,HBA,RotatableBonds,HeavyAtoms,CanonicalSMILES,InChIKey
91933883,"2-amino-N-[(1S)-1-[8-[2-(1-methylpyrazol-4-yl)ethynyl]-1-oxo-2-phenylisoquinolin-3-yl]ethyl]pyrazolo[1,5-a]pyrimidine-3-carboxamide",C30H24N8O2,528.6,3.2,123.0,2,6,6,40,,XUMALORDVCFWKV-IBGZPJMESA-N
452548,"(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",C32H32O13S,656.7,1.2,189.0,3,14,6,46,,NRUKOCRGYNPUPR-QBPJDGROSA-N
5585,"2,5,9-trimethylfuro[3,2-g]chromen-7-one",C14H12O3,228.24,3.0,39.4,0,3,0,17,,FMHHVULEAZTJMA-UHFFFAOYSA-N
3291,"3-ethyl-3-methylpyrrolidine-2,5-dione",C7H11NO2,141.17,0.4,46.2,1,2,1,10,,HAPOVYFOVVWLRS-UHFFFAOYSA-N
10437018,"[(3S)-morpholin-3-yl]methyl N-[4-[[1-[(3-fluorophenyl)methyl]indazol-5-yl]amino]-5-methylpyrrolo[2,1-f][1,2,4]triazin-6-yl]carbamate",C27H27FN8O3,530.6,2.8,120.0,3,9,8,39,,LUJZZYWHBDHDQX-QFIPXVFZSA-N
9820526,"1-[(5-methoxy-2-thiophen-2-ylquinazolin-4-yl)amino]-3-methylpyrrole-2,5-dione",C18H14N4O3S,366.4,3.0,113.0,1,7,4,26,,GZGLPBNOIFLLRE-UHFFFAOYSA-N
121586,(1-hydroxy-2-imidazol-1-yl-1-phosphonoethyl)phosphonic acid;hydrate,C5H12N2O8P2,290.11,,154.0,6,9,4,17,,FUXFIVRTGHOMSO-UHFFFAOYSA-N
9848989,"(1S,2S,6R,14R,15S,16R)-5-(cyclopropylmethyl)-16-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-15-methoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11-trien-11-ol;hydrochloride",C29H42ClNO4,504.1,,62.2,3,5,5,35,,UAIXRPCCYXNJMQ-HPRIMLMLSA-N
9829523,"N-[(2S,3R,4R,6R)-3-methoxy-2-methyl-16-oxo-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-4-yl]-N-methylbenzamide",C35H30N4O4,570.6,4.8,77.7,1,4,3,43,,BMGQWWVMWDBQGC-IIFHNQTCSA-N
56649450,"(2S)-1-N-[4-methyl-5-[2-(1,1,1-trifluoro-2-methylpropan-2-yl)-4-pyridinyl]-1,3-thiazol-2-yl]pyrrolidine-1,2-dicarboxamide",C19H22F3N5O2S,441.5,3.2,129.0,2,8,4,30,,STUWGJZDJHPWGZ-LBPRGKRZSA-N
9865515,N-(2-aminophenyl)-4-[[(4-pyridin-3-ylpyrimidin-2-yl)amino]methyl]benzamide,C23H20N6O,396.4,2.8,106.0,3,6,6,30,,HRNLUBSXIHFDHP-UHFFFAOYSA-N
3033968,"(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14-decahydrocyclopenta[a]phenanthren-3-one",C21H26O2,310.4,2.9,37.3,1,2,2,23,,SIGSPDASOTUPFS-XUDSTZEESA-N
3342298,4-[[4-(4-chlorophenoxy)phenyl]sulfonylmethyl]-N-hydroxyoxane-4-carboxamide,C19H20ClNO6S,425.9,2.3,110.0,2,6,6,28,,ROSNVSQTEGHUKU-UHFFFAOYSA-N
135413539,(Z)-but-2-enedioic acid;1-[(E)-(5-methoxy-1H-indol-3-yl)methylideneamino]-2-pentylguanidine,C20H27N5O5,417.5,,162.0,5,7,10,30,,CPDDZSSEAVLMRY-FEQFWAPWSA-N
60875,N-methyl-2-[3-(1-methylpiperidin-4-yl)-1H-indol-5-yl]ethanesulfonamide;hydrochloride,C17H26ClN3O2S,371.9,,73.6,3,4,5,24,,AWEZYKMQFAUBTD-UHFFFAOYSA-N
9810884,"4-[(1R)-1-aminoethyl]-N-(1H-pyrrolo[2,3-b]pyridin-4-yl)benzamide",C16H16N4O,280.32,1.4,83.8,3,3,3,21,,JTVBXQAYBIJXRP-SNVBAGLBSA-N
3011155,"(2R,3S,4S,5R)-2-(2-amino-6-methoxypurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C11H15N5O5,297.27,-0.7,149.0,4,9,3,21,,IXOXBSCIXZEQEQ-UHTZMRCNSA-N
25134326,"2-N-[2-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidin-1-yl]phenyl]-4-N-(2-propan-2-ylsulfonylphenyl)-1,3,5-triazine-2,4-diamine",C29H40N8O3S,580.7,4.8,124.0,2,11,9,41,,MGGBYMDAPCCKCT-UHFFFAOYSA-N
57030,6-fluoro-2-[4-(2-fluorophenyl)phenyl]-3-methylquinoline-4-carboxylic acid,C23H15F2NO2,375.4,5.6,50.2,1,5,3,28,,PHEZJEYUWHETKO-UHFFFAOYSA-N
10409068,"4-[5-(cyclopropylcarbamoyl)-2-methylanilino]-5-methyl-N-propylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",C22H26N6O2,406.5,3.0,100.0,3,5,7,30,,GDTQLZHHDRRBEB-UHFFFAOYSA-N
24963252,"3-[(2R)-2,3-dihydroxypropyl]-6-fluoro-5-(2-fluoro-4-iodoanilino)-8-methylpyrido[2,3-d]pyrimidine-4,7-dione",C17H15F2IN4O4,504.23,0.9,105.0,3,8,5,28,,RCLQNICOARASSR-SECBINFHSA-N
77108121,"5-benzyl-N-[(3S)-5-methyl-4-oxo-2,3-dihydro-1,5-benzoxazepin-3-yl]-1H-1,2,4-triazole-3-carboxamide",C20H19N5O3,377.4,2.4,100.0,2,5,4,28,,LYPAFUINURXJSG-AWEZNQCLSA-N
54686904,"(4S,4aS,5aR,12aR)-9-[[2-(tert-butylamino)acetyl]amino]-4,7-bis(dimethylamino)-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",C29H39N5O8,585.6,1.1,206.0,7,11,7,42,,SOVUOXKZCCAWOJ-HJYUBDRYSA-N
2812,1-[(2-chlorophenyl)-diphenylmethyl]imidazole,C22H17ClN2,344.8,5.0,17.8,0,1,4,25,,VNFPBHJOKIVQEB-UHFFFAOYSA-N
9690109,2-[(R)-benzhydrylsulfinyl]acetamide,C15H15NO2S,273.4,1.7,79.4,1,3,5,19,,YFGHCGITMMYXAQ-LJQANCHMSA-N
5282226,"propan-2-yl (Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3R)-3-hydroxy-4-[3-(trifluoromethyl)phenoxy]but-1-enyl]cyclopentyl]hept-5-enoate",C26H35F3O6,500.5,4.1,96.2,3,9,13,35,,MKPLKVHSHYCHOC-AHTXBMBWSA-N
4583,"7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",C18H20FN3O4,361.4,-0.4,73.3,1,8,2,26,,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
51346455,"N-[2-[(1R,8S)-4-[[4-(cyclobutylamino)-5-(trifluoromethyl)pyrimidin-2-yl]amino]-11-azatricyclo[6.2.1.02,7]undeca-2(7),3,5-trien-11-yl]-2-oxoethyl]acetamide",C23H25F3N6O2,474.5,3.0,99.3,3,9,6,34,,RYYNGWLOYLRZLK-RBUKOAKNSA-N
118115473,"1-[(2S,5R)-2-methyl-5-(7H-pyrrolo[2,3-d]pyrimidin-4-ylamino)piperidin-1-yl]prop-2-en-1-one",C15H19N5O,285.34,2.1,73.9,2,4,3,21,,CBRJPFGIXUFMTM-WDEREUQCSA-N
25108829,"4-methyl-N-[2-[3-(morpholin-4-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]-2-pyridin-3-yl-1,3-thiazole-5-carboxamide",C26H24N6O2S2,516.6,4.2,141.0,1,8,6,36,,LAMQVIQMVKWXOC-UHFFFAOYSA-N
24872560,"4-[7-[6-cyano-5-(trifluoromethyl)-3-pyridinyl]-8-oxo-6-sulfanylidene-5,7-diazaspiro[3.4]octan-5-yl]-2-fluoro-N-methylbenzamide",C21H15F4N5O2S,477.4,3.0,121.0,1,9,3,33,,HJBWBFZLDZWPHF-UHFFFAOYSA-N
46213929,"3-[(4-chloro-2-fluorophenyl)methyl]-2-methyl-N-(5-methyl-1H-pyrazol-3-yl)-8-(morpholin-4-ylmethyl)imidazo[1,2-b]pyridazin-6-amine",C23H25ClFN7O,469.9,3.8,83.4,2,7,6,33,,SQSZANZGUXWJEA-UHFFFAOYSA-N
9803963,"2-[2-methyl-4-[[4-methyl-2-[4-(trifluoromethyl)phenyl]-1,3-thiazol-5-yl]methylsulfanyl]phenoxy]acetic acid",C21H18F3NO3S2,453.5,5.9,113.0,1,9,7,30,,YDBLKRPLXZNVNB-UHFFFAOYSA-N
1986,"N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide",C4H6N4O3S2,222.3,-0.3,152.0,2,7,2,13,,BZKPWHYZMXOIDC-UHFFFAOYSA-N
121396,(2S)-2-(carbamoylamino)pentanedioic acid,C6H10N2O5,190.15,-2.4,130.0,4,5,5,13,,LCQLHJZYVOQKHU-VKHMYHEASA-N
10430360,"3-[3-(2-piperidin-1-ylethoxy)phenyl]-5-(1H-1,2,4-triazol-5-yl)-1H-indazole",C22H24N6O,388.5,3.8,82.7,2,5,6,29,,XDJCLCLBSGGNKS-UHFFFAOYSA-N
51634,"(2R,3R,4R,5S)-1-butyl-2-(hydroxymethyl)piperidine-3,4,5-triol",C10H21NO4,219.28,-0.6,84.2,4,5,4,15,,UQRORFVVSGFNRO-UTINFBMNSA-N
45270144,"2-[4,6-bis(dimethylamino)-2-[[4-[[4-(trifluoromethyl)benzoyl]amino]phenyl]methyl]pyrimidin-5-yl]acetic acid",C25H26F3N5O3,501.5,4.3,98.7,2,10,8,36,,XEOSTBFUCNZKGS-UHFFFAOYSA-N
62923,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol;hydrochloride,C17H28ClNO2,313.9,,32.7,2,3,5,21,,QYRYFNHXARDNFZ-UHFFFAOYSA-N
657298,6-propyl-2-sulfanylidene-1H-pyrimidin-4-one,C7H10N2OS,170.23,0.8,73.2,2,2,2,11,,KNAHARQHSZJURB-UHFFFAOYSA-N
6436,"(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",C24H31FO6,434.5,2.5,93.1,2,7,2,31,,YNDXUCZADRHECN-JNQJZLCISA-N
3373,"ethyl 8-fluoro-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylate",C15H14FN3O3,303.29,1.0,64.4,0,5,3,22,,OFBIFZUFASYYRE-UHFFFAOYSA-N
25195354,"(1R,4S,5S,6S)-4-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-2,2-dioxo-2lambda6-thiabicyclo[3.1.0]hexane-4,6-dicarboxylic acid",C12H18N2O7S2,366.4,-4.4,198.0,4,9,7,23,,VOYCNOJFAJAILW-CAMHOICYSA-N
10302451,"N-(5-chloro-1,3-benzodioxol-4-yl)-7-[2-(4-methylpiperazin-1-yl)ethoxy]-5-(oxan-4-yloxy)quinazolin-4-amine",C27H32ClN5O5,542.0,4.1,90.4,1,10,8,38,,OUKYUETWWIPKQR-UHFFFAOYSA-N
9910224,"N-(3-methoxy-5-methylpyrazin-2-yl)-2-[4-(1,3,4-oxadiazol-2-yl)phenyl]pyridine-3-sulfonamide",C19H16N6O4S,424.4,1.4,141.0,1,10,6,30,,FJHHZXWJVIEFGJ-UHFFFAOYSA-N
5702160,"3-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]-N'-sulfamoylpropanimidamide",C8H15N7O2S3,337.5,-0.6,238.0,4,8,7,20,,XUFQPHANEAPEMJ-UHFFFAOYSA-N
5959,"2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",C11H12Cl2N2O5,323.13,1.1,115.0,3,5,5,20,,WIIZWVCIJKGZOK-RKDXNWHRSA-N
5329102,"N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide",C22H27FN4O2,398.5,2.6,77.2,3,4,7,29,,WINHZLLDWRZWRT-ATVHPVEESA-N
4539,1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,C16H18FN3O3,319.33,-1.0,72.9,2,7,3,23,,OGJPXUAPXNRGGI-UHFFFAOYSA-N
59472121,"3-[3-[4-(methylaminomethyl)phenyl]-1,2-oxazol-5-yl]-5-(4-propan-2-ylsulfonylphenyl)pyrazin-2-amine",C24H25N5O3S,463.6,2.3,132.0,2,8,7,33,,JZCWLJDSIRUGIN-UHFFFAOYSA-N
3475,"1-(3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrol-2-yl)-3-(4-methylphenyl)sulfonylurea",C15H21N3O3S,323.4,1.5,86.9,2,4,3,22,,BOVGTQGAOIONJV-UHFFFAOYSA-N
151075,2-(2-amino-3-benzoylphenyl)acetamide,C15H14N2O2,254.28,1.9,86.2,2,3,4,19,,QEFAQIPZVLVERP-UHFFFAOYSA-N
6883,"[(3S,3aS,6R,6aS)-3-nitrooxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] nitrate",C6H8N2O8,236.14,1.3,129.0,0,8,2,16,,MOYKHGMNXAOIAT-JGWLITMVSA-N
11488320,2-[4-[4-(3-chloro-2-fluoroanilino)-7-methoxyquinazolin-6-yl]oxypiperidin-1-yl]-N-methylacetamide,C23H25ClFN5O3,473.9,4.0,88.6,2,8,7,33,,DFJSJLGUIXFDJP-UHFFFAOYSA-N
16004692,5-(4-bromophenyl)-6-[2-(5-bromopyrimidin-2-yl)oxyethoxy]-N-(propylsulfamoyl)pyrimidin-4-amine,C19H20Br2N6O4S,588.3,3.7,137.0,2,10,11,32,,JGCMEBMXRHSZKX-UHFFFAOYSA-N
6013,"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C19H28O2,288.4,3.3,37.3,1,2,0,21,,MUMGGOZAMZWBJJ-DYKIIFRCSA-N
9571836,[(E)-(3-amino-2-pyridinyl)methylideneamino]thiourea,C7H9N5S,195.25,-0.2,121.0,3,4,2,13,,XMYKNCNAZKMVQN-NYYWCZLTSA-N
60199242,"[(3S)-1-azabicyclo[2.2.2]octan-3-yl] N-[2-[2-(4-fluorophenyl)-1,3-thiazol-4-yl]propan-2-yl]carbamate",C20H24FN3O2S,389.5,3.5,82.7,1,6,5,27,,YFHRCLAKZBDRHN-MRXNPFEDSA-N
6918493,"(2S)-2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-diphenylpropanoic acid",C22H22N2O4,378.4,3.8,81.5,1,6,7,28,,OUJTZYPIHDYQMC-LJQANCHMSA-N
10195250,"2-(1,3-benzothiazol-2-yl)-2-[2-[[4-(morpholin-4-ylmethyl)phenyl]methoxy]pyrimidin-4-yl]acetonitrile",C25H23N5O2S,457.5,3.3,112.0,0,8,7,33,,XCPPIJCBCWUBNT-UHFFFAOYSA-N
454194,"4-amino-1-[(2S,4S)-2-(hydroxymethyl)-1,3-dioxolan-4-yl]pyrimidin-2-one",C8H11N3O4,213.19,-1.7,97.4,2,4,2,15,,RXRGZNYSEHTMHC-BQBZGAKWSA-N
54704426,"(4S,4aS,5aS,6S,12aR)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide;hydrochloride",C22H25ClN2O8,480.9,,182.0,7,9,2,33,,YCIHPQHVWDULOY-FMZCEJRJSA-N
3396,"8-[4,4-bis(4-fluorophenyl)butyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one",C29H31F2N3O,475.6,5.6,35.6,1,5,7,35,,QOYHHIBFXOOADH-UHFFFAOYSA-N
208902,"N-[2-[(8S)-2,6,7,8-tetrahydro-1H-cyclopenta[e][1]benzofuran-8-yl]ethyl]propanamide",C16H21NO2,259.34,2.7,38.3,1,2,4,19,,YLXDSYKOBKBWJQ-LBPRGKRZSA-N
656954,"7-ethenyl-2-(3-fluoro-4-hydroxyphenyl)-1,3-benzoxazol-5-ol",C15H10FNO3,271.24,3.6,66.5,2,5,2,20,,MQIMZDXIAHJKQP-UHFFFAOYSA-N
52934180,"1'-(2-methyl-3H-benzimidazole-5-carbonyl)-1-propan-2-ylspiro[4,6-dihydroindazole-5,4'-piperidine]-7-one",C23H27N5O2,405.5,2.7,83.9,1,4,2,30,,BDXXSFOJPYSYOC-UHFFFAOYSA-N
11250647,"4-[[(1R)-2-[5-(2-fluoro-3-methoxyphenyl)-3-[[2-fluoro-6-(trifluoromethyl)phenyl]methyl]-4-methyl-2,6-dioxopyrimidin-1-yl]-1-phenylethyl]amino]butanoic acid",C32H30F5N3O5,631.6,2.6,99.2,2,11,12,45,,HEAUOKZIVMZVQL-VWLOTQADSA-N
3950,1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea,C9H16ClN3O2,233.69,2.8,61.8,1,3,3,15,,GQYIWUVLTXOXAJ-UHFFFAOYSA-N
476861,"4-[(2S,3R)-4-(3,4-dimethoxyphenyl)-2,3-dimethylbutyl]-1,2-dimethoxybenzene",C22H30O4,358.5,5.6,36.9,0,4,9,26,,ORQFDHFZSMXRLM-IYBDPMFKSA-N
447865,"(4S,7R,8S,9S,13Z,16S)-4,8-dihydroxy-5,5,7,9,13-pentamethyl-16-[(E)-1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl]-1-oxacyclohexadec-13-ene-2,6-dione",C27H41NO5S,491.7,5.0,125.0,2,7,2,34,,XOZIUKBZLSUILX-GIQCAXHBSA-N
51042438,"N-[(2S)-1-amino-3-(3,4-difluorophenyl)propan-2-yl]-5-chloro-4-(4-chloro-1-methylpyrazol-5-yl)furan-2-carboxamide",C18H16Cl2F2N4O2,429.2,3.4,86.1,2,6,6,28,,AXTAPYRUEKNRBA-JTQLQIEISA-N
11538455,N-hydroxy-2-[4-[[(1-methylindol-3-yl)methylamino]methyl]piperidin-1-yl]pyrimidine-5-carboxamide,C21H26N6O2,394.5,1.3,95.3,3,6,6,29,,PAWIYAYFNXQGAP-UHFFFAOYSA-N
39065,5-(3-methylphenoxy)-1H-pyrimidin-2-one,C11H10N2O2,202.21,1.4,50.7,1,2,2,15,,HJQILFPVRNHTIG-UHFFFAOYSA-N
5920,"(2S)-2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid",C15H12I3NO4,650.97,1.7,92.8,3,5,5,23,,AUYYCJSJGJYCDS-LBPRGKRZSA-N
9849808,(E)-but-2-enedioic acid;[2-[(1R)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-(hydroxymethyl)phenyl] 2-methylpropanoate,C30H41NO7,527.6,,124.0,3,8,13,38,,MWHXMIASLKXGBU-RNCYCKTQSA-N
5865,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",C21H26O5,358.4,1.5,91.7,2,5,2,26,,XOFYZVNMUHMLCC-ZPOLXVRWSA-N
3366,6-amino-5-fluoro-1H-pyrimidin-2-one,C4H4FN3O,129.09,-0.9,67.5,2,3,0,9,,XRECTZIEBJDKEO-UHFFFAOYSA-N
5482,"1-[2-[(2-chlorothiophen-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole",C16H13Cl3N2OS,387.7,5.3,55.3,0,3,6,23,,QXHHHPZILQDDPS-UHFFFAOYSA-N
4173,2-(2-methyl-5-nitroimidazol-1-yl)ethanol,C6H9N3O3,171.15,0.0,83.9,1,4,2,12,,VAOCPAMSLUNLGC-UHFFFAOYSA-N
57363,"(1S,3aS,3bS,5aR,9aR,9bS,11aS)-N-tert-butyl-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide",C23H36N2O2,372.5,3.0,58.2,2,2,2,27,,DBEPLOCGEIEOCV-WSBQPABSSA-N
148195,"4-[2-[4-[(2R)-6,15-dibromo-13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-yl]piperidin-1-yl]-2-oxoethyl]piperidine-1-carboxamide",C27H31Br2ClN4O2,638.8,4.8,79.5,1,3,3,36,,DHMTURDWPRKSOA-RUZDIDTESA-N
82146,"4-[1-(3,5,5,8,8-pentamethyl-6,7-dihydronaphthalen-2-yl)ethenyl]benzoic acid",C24H28O2,348.5,7.6,37.3,1,2,3,26,,NAVMQTYZDKMPEU-UHFFFAOYSA-N
135425273,(2S)-2-[[2-[3-(6-carbamimidoyl-1H-benzimidazol-2-yl)-4-hydroxy-5-(2-hydroxy-5-sulfamoylphenyl)phenyl]acetyl]amino]butanedioic acid,C26H24N6O9S,596.6,-0.1,291.0,9,12,10,42,,WDJHHCAKBRKCLW-IBGZPJMESA-N
9827968,6-[3-(dimethylcarbamoyl)phenyl]sulfonyl-4-(3-methoxyanilino)-8-methylquinoline-3-carboxamide,C27H26N4O5S,518.6,3.8,140.0,2,7,7,37,,JFHROPTYMMSOLG-UHFFFAOYSA-N
54900,[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone;hydrochloride,C28H28ClNO4S,510.0,,98.2,3,6,7,35,,BKXVVCILCIUCLG-UHFFFAOYSA-N
2478,4-methylsulfonyloxybutyl methanesulfonate,C6H14O6S2,246.3,-0.5,104.0,0,6,7,14,,COVZYZSDYWQREU-UHFFFAOYSA-N
135413496,disodium;3-[[4-[(3-carboxy-4-oxidophenyl)diazenyl]benzoyl]amino]propanoate,C17H13N3Na2O6,401.28,,154.0,2,8,6,28,,CKMOQBVBEGCJGW-UHFFFAOYSA-L
2723601,"2-amino-3,7-dihydropurine-6-thione",C5H5N5S,167.19,-0.1,111.0,3,2,0,11,,WYWHKKSPHMUBEB-UHFFFAOYSA-N
158781,5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylic acid,C24H26N6O3,446.5,3.2,130.0,3,7,8,33,,VTRAEEWXHOVJFV-UHFFFAOYSA-N
6450813,"N-methyl-N-[3-[3-(thiophene-2-carbonyl)pyrazolo[1,5-a]pyrimidin-7-yl]phenyl]acetamide",C20H16N4O2S,376.4,2.3,95.8,0,5,4,27,,CBIAWPMZSFFRGN-UHFFFAOYSA-N
5426,"2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",C13H10N2O4,258.23,0.3,83.6,1,4,1,19,,UEJJHQNACJXSKW-UHFFFAOYSA-N
9934283,"N-[2-fluoro-5-[[3-[(E)-2-pyridin-2-ylethenyl]-1H-indazol-6-yl]amino]phenyl]-2,5-dimethylpyrazole-3-carboxamide",C26H22FN7O,467.5,4.3,101.0,3,6,6,35,,JXSVVZKPEDIRTN-DHZHZOJOSA-N
11685945,"[(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13,20,22-trihydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3-oxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18(22),19-hexaen-9-yl] carbamate;hydrochloride",C31H46ClN3O8,624.2,,173.0,7,9,7,43,,OIRUWDYJGMHDHJ-AFXVCOSJSA-N
6918155,"[2-[(1S,2S,4R,6R,8S,9S,11S,12S,13R)-6-cyclohexyl-11-hydroxy-9,13-dimethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl]-2-oxoethyl] 2-methylpropanoate",C32H44O7,540.7,5.3,99.1,1,7,6,39,,LUKZNWIVRBCLON-GXOBDPJESA-N
16718576,"N,1,4,4-tetramethyl-8-[4-(4-methylpiperazin-1-yl)anilino]-5H-pyrazolo[4,5-h]quinazoline-3-carboxamide",C25H32N8O,460.6,2.8,91.2,2,7,4,34,,RXZMYLDMFYNEIM-UHFFFAOYSA-N
15664,5-methyl-2-(5-methyl-2-pyridinyl)pyridine,C12H12N2,184.24,2.2,25.8,0,2,1,14,,PTRATZCAGVBFIQ-UHFFFAOYSA-N
72165228,N-[4-[chloro(difluoro)methoxy]phenyl]-6-[(3R)-3-hydroxypyrrolidin-1-yl]-5-(1H-pyrazol-5-yl)pyridine-3-carboxamide,C20H18ClF2N5O3,449.8,3.0,103.0,3,8,6,31,,VOVZXURTCKPRDQ-CQSZACIVSA-N
49841217,"(2R,3S)-2-[4-(cyclopentylamino)phenyl]-1-(2-fluoro-6-methylbenzoyl)-N-[4-methyl-3-(trifluoromethyl)phenyl]piperidine-3-carboxamide",C33H35F4N3O2,581.6,7.2,61.4,2,7,6,42,,PUKBOVABABRILL-YZNIXAGQSA-N
24857286,"2-[(3S)-6-[[3-[2,6-dimethyl-4-(3-methylsulfonylpropoxy)phenyl]phenyl]methoxy]-2,3-dihydro-1-benzofuran-3-yl]acetic acid",C29H32O7S,524.6,4.7,108.0,1,7,11,37,,BZCALJIHZVNMGJ-HSZRJFAPSA-N
54576693,"N-(4-chloro-3-pyridinyl)-4-[(2,2-difluoro-1,3-benzodioxol-5-yl)methyl]piperazine-1-carboxamide",C18H17ClF2N4O3,410.8,2.6,66.9,1,7,3,28,,YWGYNGCRVZLMCS-UHFFFAOYSA-N
10201696,N-[1-(cyanomethylcarbamoyl)cyclohexyl]-4-(4-propylpiperazin-1-yl)benzamide,C23H33N5O2,411.5,2.8,88.5,2,5,7,30,,LLCRBOWRJOUJAE-UHFFFAOYSA-N
6450830,"2-amino-2-methyl-N-[(2R)-1-(1-methylsulfonylspiro[2H-indole-3,4'-piperidine]-1'-yl)-1-oxo-3-phenylmethoxypropan-2-yl]propanamide;methanesulfonic acid",C28H40N4O8S2,624.8,,193.0,3,10,8,42,,DUGMCDWNXXFHDE-VZYDHVRKSA-N
49784945,"5-(7-methylsulfonyl-2-morpholin-4-yl-5,6-dihydropyrrolo[2,3-d]pyrimidin-4-yl)pyrimidin-2-amine",C15H19N7O3S,377.4,-0.6,136.0,1,10,3,26,,JEGHXKRHKHPBJD-UHFFFAOYSA-N
5287969,"2-(2-chlorophenyl)-5,7-dihydroxy-8-[(3S,4R)-3-hydroxy-1-methylpiperidin-4-yl]chromen-4-one",C21H20ClNO5,401.8,3.3,90.2,3,6,2,28,,BIIVYFLTOXDAOV-YVEFUNNKSA-N
