ID,Drug1,Drug2,Cell line,ZIP,classification
31007,MITOMYCINE,ABT-888,UACC62,5.42,No_Effect
31008,MITOMYCINE,AZD1775,UACC62,7.15,No_Effect
31009,MITOMYCINE,BEZ-235,UACC62,5.97,No_Effect
31020,MITOMYCINE,MK-2206,UACC62,-5.98,No_Effect
31021,MITOMYCINE,MK-4827,UACC62,-7.49,No_Effect
31026,MITOMYCINE,PD325901,UACC62,-5.21,No_Effect
31027,MITOMYCINE,PD325901,UACC62,-5.44,No_Effect
31032,MITOMYCINE,ZOLINZA,UACC62,5.16,No_Effect
31033,MITOMYCINE,ZOLINZA,UACC62,5.36,No_Effect
31034,MK-2206,BORTEZOMIB,UACC62,-5.79,No_Effect
31035,MK-2206,BORTEZOMIB,UACC62,-5.59,No_Effect
31036,MK-2206,BORTEZOMIB,UACC62,-6,No_Effect
31037,MK-2206,DASATINIB,UACC62,9.17,Synergy
31038,MK-2206,DASATINIB,UACC62,7.99,Synergy
31041,MK-2206,MK-8669,UACC62,-6.16,No_Effect
31042,MK-2206,MK-8776,UACC62,5.44,No_Effect
31092,MK-4827,BEZ-235,UACC62,7.5,No_Effect
31093,MK-4827,DASATINIB,UACC62,-6.6,No_Effect
31094,MK-4827,DASATINIB,UACC62,-7.5,No_Effect
31095,MK-4827,DASATINIB,UACC62,-7.5,No_Effect
31098,MK-4827,MK-2206,UACC62,-11.64,Antagonism
31099,MK-4827,MK-2206,UACC62,13.33,Synergy
31100,MK-4827,MK-8669,UACC62,-7.39,No_Effect
31101,MK-4827,MK-8669,UACC62,-5.39,No_Effect
31102,MK-4827,MK-8776,UACC62,-8.96,Antagonism
31103,MK-4827,MK-8776,UACC62,-10.58,Antagonism
31104,MK-4827,MK-8776,UACC62,-7.14,No_Effect
31109,MK-4827,PD325901,UACC62,-5.13,No_Effect
31110,MK-4827,PD325901,UACC62,-5.28,No_Effect
31113,MK-4827,TOPOTECAN,UACC62,6.2,No_Effect
31134,MK-8669,BEZ-235,UACC62,17.63,Synergy
31135,MK-8669,BEZ-235,UACC62,19.81,Synergy
31136,MK-8669,BEZ-235,UACC62,19.42,Synergy
31137,MK-8669,BEZ-235,UACC62,18.37,Synergy
31204,PACLITAXEL,MK-4827,UACC62,-6.11,No_Effect
31205,PACLITAXEL,MK-4827,UACC62,-6.22,No_Effect
31206,PACLITAXEL,MK-4827,UACC62,-7.46,No_Effect
31207,PACLITAXEL,MK-4827,UACC62,-6.36,No_Effect
31208,PACLITAXEL,MK-8669,UACC62,-5.33,No_Effect
31209,PACLITAXEL,MK-8776,UACC62,-5.59,No_Effect
31210,PACLITAXEL,MK-8776,UACC62,-6.77,No_Effect
31211,PACLITAXEL,PD325901,UACC62,-5.11,No_Effect
31212,PACLITAXEL,TEMOZOLOMIDE,UACC62,-5.76,No_Effect
31213,PACLITAXEL,TEMOZOLOMIDE,UACC62,-5.4,No_Effect
31214,PD325901,ABT-888,UACC62,6.88,No_Effect
31215,PD325901,BEZ-235,UACC62,5.72,No_Effect
31225,PD325901,TOPOTECAN,UACC62,-5.78,No_Effect
31226,PD325901,TOPOTECAN,UACC62,-5.6,No_Effect
31234,SUNITINIB,ABT-888,UACC62,9.64,Synergy
31235,SUNITINIB,ABT-888,UACC62,8.47,Synergy
31236,SUNITINIB,ABT-888,UACC62,26.12,Synergy
31237,SUNITINIB,AZD1775,UACC62,17.81,Synergy
31238,SUNITINIB,AZD1775,UACC62,8.73,Synergy
31239,SUNITINIB,AZD1775,UACC62,6.4,No_Effect
31240,SUNITINIB,AZD1775,UACC62,8.18,Synergy
31241,SUNITINIB,BEZ-235,UACC62,7.89,Synergy
31242,SUNITINIB,BEZ-235,UACC62,11.23,Synergy
31243,SUNITINIB,BEZ-235,UACC62,15.01,Synergy
31244,SUNITINIB,BEZ-235,UACC62,11.66,Synergy
31245,SUNITINIB,BORTEZOMIB,UACC62,8.26,Synergy
31246,SUNITINIB,DASATINIB,UACC62,11.75,Synergy
31247,SUNITINIB,DASATINIB,UACC62,7.48,No_Effect
31248,SUNITINIB,DASATINIB,UACC62,13.26,Synergy
31249,SUNITINIB,DASATINIB,UACC62,17.89,Synergy
31250,SUNITINIB,DINACICLIB,UACC62,11.62,Synergy
31251,SUNITINIB,DINACICLIB,UACC62,12.8,Synergy
31252,SUNITINIB,DINACICLIB,UACC62,11.18,Synergy
31265,SUNITINIB,MK-2206,UACC62,14.16,Synergy
31266,SUNITINIB,MK-2206,UACC62,16.31,Synergy
31267,SUNITINIB,MK-2206,UACC62,15.14,Synergy
31268,SUNITINIB,MK-2206,UACC62,16.33,Synergy
31269,SUNITINIB,MK-4827,UACC62,6.05,No_Effect
31271,SUNITINIB,MK-8669,UACC62,16.14,Synergy
31272,SUNITINIB,MK-8669,UACC62,15.05,Synergy
31273,SUNITINIB,MK-8669,UACC62,17.4,Synergy
31274,SUNITINIB,MK-8669,UACC62,12.71,Synergy
31275,SUNITINIB,MK-8776,UACC62,14.7,Synergy
31276,SUNITINIB,MK-8776,UACC62,8.08,Synergy
31277,SUNITINIB,MK-8776,UACC62,14.1,Synergy
31278,SUNITINIB,MK-8776,UACC62,13.35,Synergy
31288,SUNITINIB,TEMOZOLOMIDE,UACC62,5.96,No_Effect
31289,TEMOZOLOMIDE,ABT-888,UACC62,11.01,Synergy
31290,TEMOZOLOMIDE,ABT-888,UACC62,8,Synergy
31291,TEMOZOLOMIDE,ABT-888,UACC62,13.83,Synergy
31292,TEMOZOLOMIDE,ABT-888,UACC62,10.48,Synergy
31293,TEMOZOLOMIDE,AZD1775,UACC62,6.39,No_Effect
31294,TEMOZOLOMIDE,AZD1775,UACC62,7.61,Synergy
31295,TEMOZOLOMIDE,BEZ-235,UACC62,12.53,Synergy
31296,TEMOZOLOMIDE,DASATINIB,UACC62,-6.19,No_Effect
31297,TEMOZOLOMIDE,DASATINIB,UACC62,-7.98,Antagonism
31298,TEMOZOLOMIDE,DASATINIB,UACC62,-6.15,No_Effect
31303,TEMOZOLOMIDE,MK-2206,UACC62,5.27,No_Effect
31304,TEMOZOLOMIDE,MK-2206,UACC62,-6.12,No_Effect
31305,TEMOZOLOMIDE,MK-4827,UACC62,6.37,No_Effect
31306,TEMOZOLOMIDE,MK-4827,UACC62,12.87,Synergy
31307,TEMOZOLOMIDE,MK-4827,UACC62,12.69,Synergy
31308,TEMOZOLOMIDE,MK-4827,UACC62,13.28,Synergy
31312,TEMOZOLOMIDE,MK-8669,UACC62,5.89,No_Effect
31313,TEMOZOLOMIDE,MK-8776,UACC62,-8.95,Antagonism
31314,TEMOZOLOMIDE,MK-8776,UACC62,-9.06,Antagonism
31315,TEMOZOLOMIDE,MK-8776,UACC62,5.53,No_Effect
31320,TEMOZOLOMIDE,PD325901,UACC62,-5.2,No_Effect
31324,TOPOTECAN,MK-8776,UACC62,-7.27,No_Effect
31325,TOPOTECAN,MK-8776,UACC62,-5.48,No_Effect
31326,TOPOTECAN,MK-8776,UACC62,-7.3,No_Effect
31380,ZOLINZA,ABT-888,UACC62,8.22,Synergy
31381,ZOLINZA,ABT-888,UACC62,6.17,No_Effect
31382,ZOLINZA,ABT-888,UACC62,5.13,No_Effect
31383,ZOLINZA,AZD1775,UACC62,7.77,Synergy
31384,ZOLINZA,AZD1775,UACC62,7.82,Synergy
31385,ZOLINZA,AZD1775,UACC62,7.78,Synergy
31386,ZOLINZA,AZD1775,UACC62,10.65,Synergy
31387,ZOLINZA,BEZ-235,UACC62,6.99,No_Effect
31388,ZOLINZA,BORTEZOMIB,UACC62,7.05,No_Effect
31392,ZOLINZA,GEMCITABINE,UACC62,5.11,No_Effect
31396,ZOLINZA,MK-8776,UACC62,10.58,Synergy
31400,ZOLINZA,SUNITINIB,UACC62,6.55,No_Effect
31401,ZOLINZA,TEMOZOLOMIDE,UACC62,10.72,Synergy
31402,ZOLINZA,TEMOZOLOMIDE,UACC62,16.71,Synergy
31403,ZOLINZA,TEMOZOLOMIDE,UACC62,5.07,No_Effect
31404,ZOLINZA,TOPOTECAN,UACC62,6.37,No_Effect
32906,5-FU,BORTEZOMIB,VCAP,-5.53,No_Effect
32909,5-FU,MK-4827,VCAP,5.86,No_Effect
32910,5-FU,MK-8776,VCAP,-6.19,No_Effect
32911,5-FU,MK-8776,VCAP,-7.39,No_Effect
32912,5-FU,MK-8776,VCAP,-5.93,No_Effect
32915,5-FU,SUNITINIB,VCAP,6.24,No_Effect
32916,5-FU,TEMOZOLOMIDE,VCAP,6.14,No_Effect
32917,5-FU,ZOLINZA,VCAP,7.79,Synergy
32918,5-FU,ZOLINZA,VCAP,6.09,No_Effect
32919,ABT-888,BEZ-235,VCAP,9.2,Synergy
32920,ABT-888,BEZ-235,VCAP,7.06,No_Effect
32921,ABT-888,BEZ-235,VCAP,12.05,Synergy
32922,ABT-888,BEZ-235,VCAP,11.85,Synergy
32923,ABT-888,DINACICLIB,VCAP,8.17,Synergy
32924,ABT-888,DINACICLIB,VCAP,8.34,Synergy
32925,ABT-888,DINACICLIB,VCAP,8.66,Synergy
32926,ABT-888,DINACICLIB,VCAP,12.32,Synergy
32935,ABT-888,TOPOTECAN,VCAP,5.09,No_Effect
32936,AZD1775,ABT-888,VCAP,5.49,No_Effect
32937,AZD1775,ABT-888,VCAP,5.88,No_Effect
32938,AZD1775,ABT-888,VCAP,5.2,No_Effect
32939,AZD1775,ABT-888,VCAP,5.28,No_Effect
32940,AZD1775,BEZ-235,VCAP,10.38,Synergy
32941,AZD1775,BEZ-235,VCAP,10.29,Synergy
32942,AZD1775,BEZ-235,VCAP,10.17,Synergy
32943,AZD1775,BEZ-235,VCAP,6.04,No_Effect
32944,AZD1775,DASATINIB,VCAP,8.97,Synergy
32945,AZD1775,DASATINIB,VCAP,10.22,Synergy
32946,AZD1775,DASATINIB,VCAP,11.45,Synergy
32947,AZD1775,DASATINIB,VCAP,9.85,Synergy
32948,AZD1775,DINACICLIB,VCAP,5.54,No_Effect
32949,AZD1775,DINACICLIB,VCAP,5.24,No_Effect
32954,AZD1775,MK-4827,VCAP,5.77,No_Effect
32955,AZD1775,MK-4827,VCAP,5.03,No_Effect
32956,AZD1775,MK-4827,VCAP,18.57,Synergy
32961,AZD1775,MK-8669,VCAP,5.45,No_Effect
32962,AZD1775,MK-8776,VCAP,31.3,Synergy
32963,AZD1775,MK-8776,VCAP,35.25,Synergy
32964,AZD1775,MK-8776,VCAP,38.41,Synergy
32965,AZD1775,MK-8776,VCAP,39.24,Synergy
32967,AZD1775,PD325901,VCAP,5.19,No_Effect
32973,AZD1775,TOPOTECAN,VCAP,10.34,Synergy
32974,AZD1775,TOPOTECAN,VCAP,12.32,Synergy
32975,AZD1775,TOPOTECAN,VCAP,8.58,Synergy
32976,AZD1775,TOPOTECAN,VCAP,7.45,No_Effect
32977,BEZ-235,DINACICLIB,VCAP,5.05,No_Effect
32978,BEZ-235,MK-8776,VCAP,8.77,Synergy
32984,BORTEZOMIB,ABT-888,VCAP,5.96,No_Effect
32985,BORTEZOMIB,ABT-888,VCAP,6.4,No_Effect
32986,BORTEZOMIB,BEZ-235,VCAP,5.15,No_Effect
32987,BORTEZOMIB,BEZ-235,VCAP,6.22,No_Effect
33071,DASATINIB,BEZ-235,VCAP,5.86,No_Effect
33072,DASATINIB,BEZ-235,VCAP,6.2,No_Effect
33073,DASATINIB,BEZ-235,VCAP,10.05,Synergy
33074,DASATINIB,BEZ-235,VCAP,12.28,Synergy
33075,DASATINIB,DINACICLIB,VCAP,5.38,No_Effect
33076,DASATINIB,DINACICLIB,VCAP,8.63,Synergy
33077,DASATINIB,MK-8669,VCAP,8.08,Synergy
33078,DASATINIB,MK-8776,VCAP,5.53,No_Effect
33079,DASATINIB,MK-8776,VCAP,7.11,No_Effect
33086,DEXAMETHASONE,ABT-888,VCAP,6.71,No_Effect
33087,DEXAMETHASONE,ABT-888,VCAP,6.39,No_Effect
33088,DEXAMETHASONE,ABT-888,VCAP,6.39,No_Effect
33089,DEXAMETHASONE,ABT-888,VCAP,7.1,No_Effect
33090,DEXAMETHASONE,AZD1775,VCAP,5.42,No_Effect
33091,DEXAMETHASONE,AZD1775,VCAP,5.07,No_Effect
33092,DEXAMETHASONE,BEZ-235,VCAP,10.32,Synergy
33093,DEXAMETHASONE,BEZ-235,VCAP,10.93,Synergy
33094,DEXAMETHASONE,BEZ-235,VCAP,11.93,Synergy
33095,DEXAMETHASONE,BEZ-235,VCAP,7.76,Synergy
33096,DEXAMETHASONE,BORTEZOMIB,VCAP,5.86,No_Effect
33097,DEXAMETHASONE,BORTEZOMIB,VCAP,5.35,No_Effect
33098,DEXAMETHASONE,DINACICLIB,VCAP,6.04,No_Effect
33099,DEXAMETHASONE,DINACICLIB,VCAP,8.03,Synergy
33100,DEXAMETHASONE,DINACICLIB,VCAP,6.74,No_Effect
33107,DEXAMETHASONE,MK-2206,VCAP,5.28,No_Effect
33108,DEXAMETHASONE,MK-8776,VCAP,-5.17,No_Effect
33109,DEXAMETHASONE,MK-8776,VCAP,-5.17,No_Effect
33110,DEXAMETHASONE,MK-8776,VCAP,-5.17,No_Effect
33111,DEXAMETHASONE,MK-8776,VCAP,8.04,Synergy
33112,DEXAMETHASONE,PD325901,VCAP,5.27,No_Effect
33113,DEXAMETHASONE,PD325901,VCAP,6.82,No_Effect
33114,DEXAMETHASONE,PD325901,VCAP,5.63,No_Effect
33116,DEXAMETHASONE,TEMOZOLOMIDE,VCAP,9.02,Synergy
33117,DEXAMETHASONE,TEMOZOLOMIDE,VCAP,6.39,No_Effect
33118,DEXAMETHASONE,TEMOZOLOMIDE,VCAP,5.81,No_Effect
33119,DEXAMETHASONE,TEMOZOLOMIDE,VCAP,6.12,No_Effect
33120,DEXAMETHASONE,ZOLINZA,VCAP,9.93,Synergy
33121,DINACICLIB,MK-8776,VCAP,5.27,No_Effect
33155,ETOPOSIDE,ABT-888,VCAP,6.06,No_Effect
33156,ETOPOSIDE,ABT-888,VCAP,5.09,No_Effect
33157,ETOPOSIDE,ABT-888,VCAP,8.4,Synergy
33158,ETOPOSIDE,ABT-888,VCAP,8.36,Synergy
33159,ETOPOSIDE,AZD1775,VCAP,12.91,Synergy
33160,ETOPOSIDE,AZD1775,VCAP,13.29,Synergy
33161,ETOPOSIDE,AZD1775,VCAP,15.27,Synergy
33162,ETOPOSIDE,AZD1775,VCAP,14.36,Synergy
33163,ETOPOSIDE,DINACICLIB,VCAP,5.64,No_Effect
33168,ETOPOSIDE,MK-2206,VCAP,5.41,No_Effect
33169,ETOPOSIDE,MK-4827,VCAP,6.38,No_Effect
33170,ETOPOSIDE,MK-4827,VCAP,5.72,No_Effect
33171,ETOPOSIDE,MK-4827,VCAP,5.46,No_Effect
33173,ETOPOSIDE,MK-8669,VCAP,5.69,No_Effect
33174,ETOPOSIDE,MK-8669,VCAP,6.03,No_Effect
33175,ETOPOSIDE,MK-8776,VCAP,6.26,No_Effect
33176,ETOPOSIDE,MK-8776,VCAP,7.13,No_Effect
33177,ETOPOSIDE,MK-8776,VCAP,5.98,No_Effect
33178,ETOPOSIDE,MK-8776,VCAP,8.67,Synergy
33179,ETOPOSIDE,PD325901,VCAP,6.83,No_Effect
33180,ETOPOSIDE,SUNITINIB,VCAP,6.74,No_Effect
33181,ETOPOSIDE,TEMOZOLOMIDE,VCAP,6.02,No_Effect
33182,ETOPOSIDE,TEMOZOLOMIDE,VCAP,6.35,No_Effect
33183,ETOPOSIDE,TEMOZOLOMIDE,VCAP,8.28,Synergy
33184,ETOPOSIDE,ZOLINZA,VCAP,7.01,No_Effect
33185,ETOPOSIDE,ZOLINZA,VCAP,7.16,No_Effect
33195,GEMCITABINE,ABT-888,VCAP,6.76,No_Effect
33196,GEMCITABINE,ABT-888,VCAP,12.57,Synergy
33197,GEMCITABINE,ABT-888,VCAP,5.76,No_Effect
33198,GEMCITABINE,AZD1775,VCAP,28.43,Synergy
33199,GEMCITABINE,AZD1775,VCAP,21.1,Synergy
33200,GEMCITABINE,AZD1775,VCAP,21.38,Synergy
33201,GEMCITABINE,AZD1775,VCAP,26.3,Synergy
33202,GEMCITABINE,BEZ-235,VCAP,8.05,Synergy
33203,GEMCITABINE,BEZ-235,VCAP,13.05,Synergy
33204,GEMCITABINE,DASATINIB,VCAP,5.37,No_Effect
33205,GEMCITABINE,DASATINIB,VCAP,8.8,Synergy
33206,GEMCITABINE,DASATINIB,VCAP,5.79,No_Effect
33207,GEMCITABINE,DINACICLIB,VCAP,5.15,No_Effect
33208,GEMCITABINE,DINACICLIB,VCAP,5.5,No_Effect
33211,GEMCITABINE,MK-2206,VCAP,5.67,No_Effect
33212,GEMCITABINE,MK-8669,VCAP,5.54,No_Effect
33213,GEMCITABINE,MK-8776,VCAP,30.94,Synergy
33214,GEMCITABINE,MK-8776,VCAP,28.67,Synergy
33215,GEMCITABINE,MK-8776,VCAP,27.85,Synergy
33216,GEMCITABINE,MK-8776,VCAP,33.73,Synergy
33217,GEMCITABINE,PD325901,VCAP,9.6,Synergy
33218,GEMCITABINE,PD325901,VCAP,14.83,Synergy
33219,GEMCITABINE,PD325901,VCAP,17.84,Synergy
33222,GEMCITABINE,SUNITINIB,VCAP,-7.06,No_Effect
33223,GEMCITABINE,SUNITINIB,VCAP,-7.49,No_Effect
33224,GEMCITABINE,SUNITINIB,VCAP,-7.95,Antagonism
33225,GEMCITABINE,SUNITINIB,VCAP,-6.71,No_Effect
33226,GEMCITABINE,TEMOZOLOMIDE,VCAP,5.02,No_Effect
33227,GEMCITABINE,TEMOZOLOMIDE,VCAP,21.67,Synergy
33313,METHOTREXATE,ABT-888,VCAP,6.01,No_Effect
33314,METHOTREXATE,AZD1775,VCAP,-5.27,No_Effect
33315,METHOTREXATE,AZD1775,VCAP,-5.7,No_Effect
33316,METHOTREXATE,AZD1775,VCAP,-5.59,No_Effect
33317,METHOTREXATE,BEZ-235,VCAP,-9.17,Antagonism
33318,METHOTREXATE,BEZ-235,VCAP,-9.79,Antagonism
33319,METHOTREXATE,BEZ-235,VCAP,-8.08,Antagonism
33320,METHOTREXATE,BEZ-235,VCAP,-7.32,No_Effect
33325,METHOTREXATE,MK-2206,VCAP,-8.51,Antagonism
33326,METHOTREXATE,MK-2206,VCAP,-9.24,Antagonism
33327,METHOTREXATE,MK-2206,VCAP,-9.58,Antagonism
33328,METHOTREXATE,MK-2206,VCAP,-8.72,Antagonism
33333,METHOTREXATE,MK-8669,VCAP,-5.76,No_Effect
33334,METHOTREXATE,MK-8669,VCAP,-5.45,No_Effect
33335,METHOTREXATE,MK-8776,VCAP,-9.47,Antagonism
33336,METHOTREXATE,MK-8776,VCAP,-8.42,Antagonism
33337,METHOTREXATE,MK-8776,VCAP,-12.77,Antagonism
33338,METHOTREXATE,MK-8776,VCAP,-12.46,Antagonism
33339,METHOTREXATE,SUNITINIB,VCAP,-8.02,Antagonism
33340,METHOTREXATE,SUNITINIB,VCAP,-8.44,Antagonism
33341,METHOTREXATE,SUNITINIB,VCAP,-7.63,Antagonism
33342,METHOTREXATE,SUNITINIB,VCAP,-9.79,Antagonism
33343,METHOTREXATE,TEMOZOLOMIDE,VCAP,-6.12,No_Effect
33344,METHOTREXATE,TEMOZOLOMIDE,VCAP,-9.46,Antagonism
33345,METHOTREXATE,TEMOZOLOMIDE,VCAP,-7.95,Antagonism
33346,METHOTREXATE,TEMOZOLOMIDE,VCAP,-8.7,Antagonism
33347,METHOTREXATE,ZOLINZA,VCAP,-6.98,No_Effect
33348,METHOTREXATE,ZOLINZA,VCAP,-9.18,Antagonism
33349,METHOTREXATE,ZOLINZA,VCAP,-6.88,No_Effect
33350,METHOTREXATE,ZOLINZA,VCAP,-6.09,No_Effect
33351,MITOMYCINE,ABT-888,VCAP,5.77,No_Effect
33352,MITOMYCINE,ABT-888,VCAP,6.29,No_Effect
33353,MITOMYCINE,AZD1775,VCAP,6.4,No_Effect
33354,MITOMYCINE,AZD1775,VCAP,6.05,No_Effect
33355,MITOMYCINE,AZD1775,VCAP,13.04,Synergy
33356,MITOMYCINE,AZD1775,VCAP,8.93,Synergy
33357,MITOMYCINE,BEZ-235,VCAP,7.49,No_Effect
33358,MITOMYCINE,DINACICLIB,VCAP,7.36,No_Effect
33368,MITOMYCINE,MK-4827,VCAP,5.1,No_Effect
33373,MITOMYCINE,MK-8776,VCAP,9.21,Synergy
33374,MITOMYCINE,MK-8776,VCAP,6.69,No_Effect
33375,MITOMYCINE,PD325901,VCAP,-6.85,No_Effect
33376,MITOMYCINE,PD325901,VCAP,-5.95,No_Effect
33381,MITOMYCINE,ZOLINZA,VCAP,5.01,No_Effect
33382,MITOMYCINE,ZOLINZA,VCAP,6.21,No_Effect
33383,MK-2206,ABT-888,VCAP,5.42,No_Effect
33384,MK-2206,ABT-888,VCAP,6.96,No_Effect
33385,MK-2206,ABT-888,VCAP,5.68,No_Effect
33386,MK-2206,BEZ-235,VCAP,8.22,Synergy
33387,MK-2206,BEZ-235,VCAP,5.98,No_Effect
33388,MK-2206,BEZ-235,VCAP,6.12,No_Effect
33389,MK-2206,DASATINIB,VCAP,6,No_Effect
33390,MK-2206,MK-8669,VCAP,7.2,No_Effect
33402,MK-2206,TOPOTECAN,VCAP,7.81,Synergy
33403,MK-2206,TOPOTECAN,VCAP,5.83,No_Effect
33442,MK-4827,ABT-888,VCAP,8.23,Synergy
33443,MK-4827,BEZ-235,VCAP,6.27,No_Effect
33444,MK-4827,BEZ-235,VCAP,11.24,Synergy
33445,MK-4827,DINACICLIB,VCAP,7.61,Synergy
33448,MK-4827,MK-2206,VCAP,5.5,No_Effect
33449,MK-4827,MK-2206,VCAP,9.31,Synergy
33450,MK-4827,MK-8669,VCAP,10.45,Synergy
33451,MK-4827,MK-8776,VCAP,-9.6,Antagonism
33453,MK-4827,PD325901,VCAP,5.16,No_Effect
33460,MK-4827,TOPOTECAN,VCAP,10.15,Synergy
33461,MK-4827,TOPOTECAN,VCAP,8.8,Synergy
33462,MK-4827,TOPOTECAN,VCAP,11.75,Synergy
33463,MK-4827,TOPOTECAN,VCAP,10.61,Synergy
33480,MK-8669,BEZ-235,VCAP,15.04,Synergy
33481,MK-8669,BEZ-235,VCAP,17.97,Synergy
33482,MK-8669,BEZ-235,VCAP,20.92,Synergy
33483,MK-8669,BEZ-235,VCAP,16.19,Synergy
33485,MK-8669,MK-8776,VCAP,-8.14,Antagonism
33486,MK-8669,MK-8776,VCAP,-6.4,No_Effect
33545,PACLITAXEL,ABT-888,VCAP,6.68,No_Effect
33546,PACLITAXEL,ABT-888,VCAP,9.35,Synergy
33547,PACLITAXEL,ABT-888,VCAP,5.83,No_Effect
33548,PACLITAXEL,AZD1775,VCAP,7.73,Synergy
33549,PACLITAXEL,AZD1775,VCAP,11.49,Synergy
33550,PACLITAXEL,AZD1775,VCAP,8.85,Synergy
33551,PACLITAXEL,AZD1775,VCAP,7.45,No_Effect
33552,PACLITAXEL,BEZ-235,VCAP,-6.62,No_Effect
33553,PACLITAXEL,DASATINIB,VCAP,8.63,Synergy
33554,PACLITAXEL,DASATINIB,VCAP,9.47,Synergy
33555,PACLITAXEL,DINACICLIB,VCAP,5.1,No_Effect
33558,PACLITAXEL,MK-2206,VCAP,5.36,No_Effect
33559,PACLITAXEL,MK-8669,VCAP,6.18,No_Effect
33560,PACLITAXEL,MK-8669,VCAP,6.76,No_Effect
33561,PACLITAXEL,MK-8669,VCAP,8.69,Synergy
33562,PACLITAXEL,MK-8669,VCAP,7.91,Synergy
33563,PACLITAXEL,PD325901,VCAP,5.38,No_Effect
33566,PACLITAXEL,TEMOZOLOMIDE,VCAP,-8.02,Antagonism
33567,PACLITAXEL,TEMOZOLOMIDE,VCAP,5.29,No_Effect
33568,PACLITAXEL,ZOLINZA,VCAP,5.28,No_Effect
33569,PD325901,ABT-888,VCAP,5.91,No_Effect
33570,PD325901,ABT-888,VCAP,6.36,No_Effect
33571,PD325901,BEZ-235,VCAP,5.59,No_Effect
33572,PD325901,BEZ-235,VCAP,11.95,Synergy
33573,PD325901,BEZ-235,VCAP,12.43,Synergy
33574,PD325901,DINACICLIB,VCAP,7.56,Synergy
33576,PD325901,MK-8669,VCAP,5.98,No_Effect
33577,PD325901,MK-8776,VCAP,-6.54,No_Effect
33578,PD325901,MK-8776,VCAP,-6.67,No_Effect
33579,PD325901,MK-8776,VCAP,-6.67,No_Effect
33583,PD325901,TOPOTECAN,VCAP,6.12,No_Effect
33592,SUNITINIB,ABT-888,VCAP,10.23,Synergy
33593,SUNITINIB,ABT-888,VCAP,8.25,Synergy
33594,SUNITINIB,ABT-888,VCAP,16.81,Synergy
33595,SUNITINIB,AZD1775,VCAP,-6.48,No_Effect
33596,SUNITINIB,BEZ-235,VCAP,15.4,Synergy
33597,SUNITINIB,BEZ-235,VCAP,15.83,Synergy
33598,SUNITINIB,BEZ-235,VCAP,23.29,Synergy
33599,SUNITINIB,BEZ-235,VCAP,14.54,Synergy
33600,SUNITINIB,BORTEZOMIB,VCAP,7.08,No_Effect
33601,SUNITINIB,BORTEZOMIB,VCAP,6.34,No_Effect
33602,SUNITINIB,BORTEZOMIB,VCAP,11.35,Synergy
33603,SUNITINIB,DASATINIB,VCAP,14,Synergy
33604,SUNITINIB,DASATINIB,VCAP,8.38,Synergy
33605,SUNITINIB,DASATINIB,VCAP,7.18,No_Effect
33606,SUNITINIB,DASATINIB,VCAP,9.85,Synergy
33607,SUNITINIB,DINACICLIB,VCAP,10.84,Synergy
33608,SUNITINIB,DINACICLIB,VCAP,6.15,No_Effect
33609,SUNITINIB,DINACICLIB,VCAP,17.11,Synergy
33610,SUNITINIB,DINACICLIB,VCAP,12.09,Synergy
33616,SUNITINIB,MK-2206,VCAP,13.12,Synergy
33617,SUNITINIB,MK-2206,VCAP,10.52,Synergy
33618,SUNITINIB,MK-2206,VCAP,11.05,Synergy
33619,SUNITINIB,MK-4827,VCAP,12.74,Synergy
33620,SUNITINIB,MK-4827,VCAP,11.19,Synergy
33621,SUNITINIB,MK-4827,VCAP,7.81,Synergy
33624,SUNITINIB,MK-8669,VCAP,5.08,No_Effect
33627,SUNITINIB,PD325901,VCAP,9.2,Synergy
33628,SUNITINIB,PD325901,VCAP,6.28,No_Effect
33629,SUNITINIB,PD325901,VCAP,12.9,Synergy
33637,SUNITINIB,TEMOZOLOMIDE,VCAP,6.08,No_Effect
33638,SUNITINIB,TEMOZOLOMIDE,VCAP,14.06,Synergy
33639,SUNITINIB,TOPOTECAN,VCAP,5.61,No_Effect
33640,TEMOZOLOMIDE,ABT-888,VCAP,8.17,Synergy
33641,TEMOZOLOMIDE,ABT-888,VCAP,8.12,Synergy
33642,TEMOZOLOMIDE,ABT-888,VCAP,7.66,Synergy
33643,TEMOZOLOMIDE,ABT-888,VCAP,9.07,Synergy
33644,TEMOZOLOMIDE,AZD1775,VCAP,15.29,Synergy
33645,TEMOZOLOMIDE,AZD1775,VCAP,9.59,Synergy
33646,TEMOZOLOMIDE,AZD1775,VCAP,18.97,Synergy
33647,TEMOZOLOMIDE,AZD1775,VCAP,14.98,Synergy
33648,TEMOZOLOMIDE,BEZ-235,VCAP,8.35,Synergy
33649,TEMOZOLOMIDE,BEZ-235,VCAP,12.15,Synergy
33650,TEMOZOLOMIDE,BEZ-235,VCAP,11.29,Synergy
33651,TEMOZOLOMIDE,BORTEZOMIB,VCAP,7.89,Synergy
33652,TEMOZOLOMIDE,DINACICLIB,VCAP,6.32,No_Effect
33653,TEMOZOLOMIDE,DINACICLIB,VCAP,6.23,No_Effect
33654,TEMOZOLOMIDE,MK-2206,VCAP,5.55,No_Effect
33655,TEMOZOLOMIDE,MK-2206,VCAP,5.02,No_Effect
33656,TEMOZOLOMIDE,MK-2206,VCAP,10.48,Synergy
